search URL:,https://patents.google.com/?assignee=Hewlett+Packard+Co+%3CHp%3E&oq=assignee:%28HP%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
JP-2003289193-A,Cooling device and method for cooling processor and companion voltage regulator ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","L Biredei Christian, S Daniel Cromwell, エス・ダニエル・クロムウェル, クリスチャン・エル・ビレディ",1999-01-29,2002-12-25,2003-10-10,,https://patents.google.com/patent/JP2003289193A/en,
JP-2003146520-A,Ink jet printer ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Kong Hock Lim, Senarto Salim, ホック  リム コン, サリム セナート",2001-10-19,2002-10-02,2003-05-21,,https://patents.google.com/patent/JP2003146520A/en,
JP-2003118932-A,Sheet media folding device ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Gerardo E Baldini, イー  バルディニ ジェラード",2001-10-11,2002-09-12,2003-04-23,,https://patents.google.com/patent/JP2003118932A/en,
JP-2002344461-A,Method for changing address information utilized by fiber channel controller ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Roland K Arp, Michael J Chaloner, Stan S Feather, スタン・エス・フェザー, マイケル・ジェイ・カロナー, ロナルド・ケイ・アープ",2001-04-13,2002-02-26,2002-11-29,,https://patents.google.com/patent/JP2002344461A/en,
JP-2002259210-A,Data storage device for copying clean data between caches ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Daniel V Zilavy, ダニエル・ヴィ・ザイラビー",2001-02-23,2001-12-12,2002-09-13,,https://patents.google.com/patent/JP2002259210A/en,
JP-2002184189-A,Cell of content addressable memory in which compare is improved by bootstrap ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","J Michael Hill, Jonathan E Lachman, Todd W Mellinger, ジェイ・マイケル・ヒル, ジョナサン・イー・ラヒマン, トッド・ダブリュー・メリンジャー",2000-10-25,2001-10-22,2002-06-28,,https://patents.google.com/patent/JP2002184189A/en,
JP-2002197136-A,Method of simulating electric behavior of physical circuit ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Carl J Boyce, David W Quint, カール・ジェイ・ボイス, デイヴィッド・ダブリュ・クイント",2000-10-30,2001-10-12,2002-07-12,,https://patents.google.com/patent/JP2002197136A/en,
JP-2002133222-A,System and method for substituting products and services in order to increase purchasing efficiency ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Maamanpatsuiiru Barnum, バーナム・マーマンパツィール",2000-10-12,2001-10-09,2002-05-10,,https://patents.google.com/patent/JP2002133222A/en,
JP-2002123403-A,Program storage medium recording program for improving response time of computer system ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Grumman Dag, Edwin Taricchi Thomas Jr, ダグ・グラマン, トーマス・エドウィン・タリッチ・ジュニア",2000-08-31,2001-08-24,2002-04-26,,https://patents.google.com/patent/JP2002123403A/en,
JP-2002149056-A,User interface of image containing gps information ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Cager Robert, ロバート・ケイジャー",2000-09-06,2001-07-30,2002-05-22,,https://patents.google.com/patent/JP2002149056A/en,
JP-2002135275-A,Method for designating address of image equipment ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","H Makkonika Charles, Paul M Hubel, Mark D Seaman, チャールズ・エイチ・マッコニカ, ポール・エム・ヒューベル, マーク・ディー・シーマン",2000-07-31,2001-07-23,2002-05-10,,https://patents.google.com/patent/JP2002135275A/en,
JP-2001290595-A,Personal digital assistant ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Philip Kwok Nan Loh, フィリップ・クオーク・ナン・ロー",2000-03-01,2001-02-27,2001-10-19,,https://patents.google.com/patent/JP2001290595A/en,
JP-2001245086-A,Pocket facsimile equipment ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Dan L Dalton, Bitonto Anthony Di, James C Dow, Daniel Formosa, Andrew C Goris, Barry K Hansen, Scott Henderson, Eugene A Miksch, Mary E Moses, Thomas C Oliver, Davin Stowell, アンソニー・ディ・ビトント, アンドリュウ・シィ・ゴリス, ジェイムス・シィ・ダウ, スコット・ヘンダーソン, ダヴィン・ストウェル, ダニエル・エル・ダルトン, ダニエル・フォーモサ, トーマス・シィ・オリバー, バリー・ケィ・ハンセン, メアリー・イー・モセス, ユージーン・エィ・ミクシュ",2000-01-19,2001-01-16,2001-09-07,,https://patents.google.com/patent/JP2001245086A/en,
JP-H09224159-A,Dynamic color adjusting method ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Edward S Beeman, Greg A Degi, Robert G Gann, Brian L Hastings, Michael J Steinle, Steven L Webb, エドワード・エス・ビーマン, グレッグ・エイ・デジ, スティーブン・エル・ウェッブ, ブライアン・エル・ハスティングス, ミッシェル・ジェイ・スティンル, ロバート・ジー・ギャン",1996-01-31,1997-01-28,1997-08-26,,https://patents.google.com/patent/JPH09224159A/en,
JP-H09297691-A,Fault detection method for data storage system ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Uri Rogers, ウリ・ロジャース",1996-02-05,1997-02-05,1997-11-18,,https://patents.google.com/patent/JPH09297691A/en,
JP-H09186239-A,Method of extracting parasitic capacitance from physical design of integrated circuit ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Mark E Hammer, Philip J Johnson, フィリップ・ジェー・ジョンソン, マーク・イー・ハンマー",1995-12-01,1996-11-20,1997-07-15,,https://patents.google.com/patent/JPH09186239A/en,
JP-H09182751-A,Ultrasonic image processing system ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Janice Bisson, Lois Scheffler, ジェニス・バイソン, ロイス・シェフラー",1995-12-21,1996-12-20,1997-07-15,,https://patents.google.com/patent/JPH09182751A/en,
JP-H09213265-A,"Mass selecting multinotch filter, manufacture of multinotch filter, and target ion removing method ","Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Curt A Flory, Carl A Myerholtz, カート・エー・フローリイ, カール・エー・マイヤーホルツ",1996-01-30,1996-12-17,1997-08-15,,https://patents.google.com/patent/JPH09213265A/en,
JP-H09232948-A,Digital phase detector ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","David C Chu, Jeremy S Sommer, ジェルミイ・エス・ソマー, デイヴィッド・シー・チュー",1996-02-21,1997-01-23,1997-09-05,,https://patents.google.com/patent/JPH09232948A/en,
JP-H09160730-A,System for interfacing of optical disk auto-changer with plurality of disk drives ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Mark E Wanger, マーク・イー・ワンガー",1995-06-08,1996-06-10,1997-06-20,,https://patents.google.com/patent/JPH09160730A/en,
JP-H09146906-A,Frame synchronous storage device ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Dwayne R Bennett, ドゥエイン・アール・ベネット",1995-10-26,1996-10-11,1997-06-06,,https://patents.google.com/patent/JPH09146906A/en,
JP-H09171009-A,Gas chromatography system with heat snesitive oven ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Gary B Gordon, ギャリー・ビー・ゴードン",1995-11-07,1996-11-07,1997-06-30,,https://patents.google.com/patent/JPH09171009A/en,
JP-H09189159-A,Mooring device for electronic equipment ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Ting Y Hoong, Wee Min Siow, ウィー・ミン・シオウ, ティン・イヨウ・ホーン",1995-09-28,1996-09-27,1997-07-22,,https://patents.google.com/patent/JPH09189159A/en,
JP-H09180881-A,Side emitting el device ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Gerd O Mueller, Regina B Mueller-Mach, ジェルド・オー・ミューラー, レジーナ・ビー・ミューラー−マッハ",1995-12-13,1996-12-06,1997-07-11,,https://patents.google.com/patent/JPH09180881A/en,
JP-H09212369-A,Storage area allocation device ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","B Cardwell Jeffrey, ジェフリー・ビー・カルドウェル",1996-01-23,1996-12-11,1997-08-15,,https://patents.google.com/patent/JPH09212369A/en,
JP-H09237202-A,Method for executing debugging processing ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","D Birch Karl, B Buzubii William, ウィリアム・ビー・ブズビー, カール・ディー・バーチ",1996-02-23,1997-01-17,1997-09-09,,https://patents.google.com/patent/JPH09237202A/en,
JP-H09237162-A,"Scanning data storage system, its stylus and medium abrasion managing methods and remaining life display device ","Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Kiyoyuki Ihara, Naohiko Kamae, Mitsuchika Saito, 清幸 井原, 光親 斉藤, 尚彦 釜江",1996-02-23,1996-02-23,1997-09-09,,https://patents.google.com/patent/JPH09237162A/en,
JP-H09190003-A,Electrophotographic element and its assembly method ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Sivapackia Ganapathiappan, Khe C Nguyen, ケ・チェ・ヌグエン, シバパッキア・ガナパチアパン",1995-12-21,1996-12-19,1997-07-22,,https://patents.google.com/patent/JPH09190003A/en,
JP-H09238069-A,Programmable logic device ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","David W Gissel, デビッド・ダブリュー・ジッセル",1995-12-11,1996-11-27,1997-09-09,,https://patents.google.com/patent/JPH09238069A/en,
JP-H09211406-A,Microphotonic polarization independent acousto-optical tunable filter and receiver ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Lewis B Aronson, Kok-Wai Chang, コック−ウェイ・チャング, ルイス・ビー・アロンソン",1996-01-30,1997-01-30,1997-08-15,,https://patents.google.com/patent/JPH09211406A/en,
JP-H09326530-A,Vertical cavity surface emitting laser and method of fabricating the same ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Scott W Corzine, Michael R T Tan, スコット・ダブリュ・コルジン, マイケル・アール・ティー・タン",1996-03-12,1997-03-05,1997-12-16,,https://patents.google.com/patent/JPH09326530A/en,
JP-H09300644-A,Service method of ink jet printing head ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Allan D Donley, Warren Scott Martin, Scott Smith Richard, Mark L Salzer, Bret K Taylor, アラン・ディー・ドンレイ, ウォーレン・スコット・マーティン, ブレット・ケー・タイラー, マーク・エル・セルザー, リチャード・スコット・スミス",1995-07-31,1996-07-29,1997-11-25,,https://patents.google.com/patent/JPH09300644A/en,
JP-H09198874-A,Random access memory array ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Andrew J Blasciak, H Ogil Rodney, R Meson William, アンドリュー・ジェイ・ブラスシアック, ウィリアム・アール・メゾン, ロドニー・エイチ・オーギル",1995-12-11,1996-11-22,1997-07-31,,https://patents.google.com/patent/JPH09198874A/en,
JP-H09153809-A,"Decoding and coding methods of transmission code, and its device ","Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Dwayne Bennett, Wayne Wu, Clifford Yeung, イェン，クリフォード, ウー，ウェイン, ベネット，ドウェイン",1995-10-26,1996-10-16,1997-06-10,,https://patents.google.com/patent/JPH09153809A/en,
JP-H09289527-A,Method for restricting radiation of electromagnetic interference noise in digital system and its device ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Preston D Brown, Robert B E Puckette, プレストン・ディー・ブラウン, ロバート・ビー・イー・パケット",1996-01-29,1996-12-27,1997-11-04,,https://patents.google.com/patent/JPH09289527A/en,
JP-H09224118-A,Photosensor array with aberration compensation ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Gerald L Meyer, Michael J Steinle, ジェレイド・エル・メイヤー, マイケル・ジェイ・スタインレー",1996-01-26,1997-01-16,1997-08-26,,https://patents.google.com/patent/JPH09224118A/en,
JP-H09175671-A,Extract/feed mechanism and image forming machine ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Robin P Yergenson, ロビン・ピー・ヤージェンソン",1995-12-22,1996-12-19,1997-07-08,,https://patents.google.com/patent/JPH09175671A/en,
JP-H09173311-A,Method for preparing representative heartbeat from ecg waveform and device therefor ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Patricia A Arand, Alfred D Forbes, William L Post, アルフレッド・ディーン・フォーブス, ウィリアム・エル・ポスト, パトリシア・エイ・アランド",1995-11-29,1996-11-21,1997-07-08,,https://patents.google.com/patent/JPH09173311A/en,
JP-H09187959-A,Self-sealing mutual connection for liquid ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","James E Clark, David O Merrill, ジェイムズ・イー・クラーク, デイヴィッド・オー・メリル",1995-12-04,1996-11-28,1997-07-22,,https://patents.google.com/patent/JPH09187959A/en,
JP-H09223195-A,Character recognizing method ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Takahiko Kawatani, Hiroyuki Shimizu, 隆彦 川谷, 裕之 清水",1996-02-06,1996-02-06,1997-08-26,,https://patents.google.com/patent/JPH09223195A/en,
JP-H09173312-A,Method for calculating heartbeat rate from ecg waveform and device therefor ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Patricia A Arand, Alfred D Forbes, William L Post, アルフレッド・ディーン・フォーブス, ウィリアム・エル・ポスト, パトリシア・エイ・アランド",1995-11-29,1996-11-21,1997-07-08,,https://patents.google.com/patent/JPH09173312A/en,
JP-H09191162-A,Method and equipment for testing circuit board assembly ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","J Zinc Anthony, アンソニー・ジェイ・ジンク",1995-12-29,1996-12-24,1997-07-22,,https://patents.google.com/patent/JPH09191162A/en,
JP-H09185278-A,Structure of fusion roller instantly turned on ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Jeffery M Young, ジェフリー・エム・ヤング",1995-11-28,1996-11-28,1997-07-15,,https://patents.google.com/patent/JPH09185278A/en,
JP-H09309213-A,Exchangeable part having integrated memory for working condition data or the like ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Michael L Bullock, Winthrop D Childers, Miquel Antoni Gil, B Mark Hirst, Jr Ronald D Stephens, アントーニ・ジル・ミカエル, ウインスロップ・ディー・チルダース, マーク・ビー・ハースト, マイケル・エル・ブロック, ロナルド・ディー・ステファンズ，ジュニア",1996-01-08,1997-01-08,1997-12-02,,https://patents.google.com/patent/JPH09309213A/en,
JP-H09232433-A,Programmable gate array component memory ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Charles M C Tan, チャールズ・エム・シー・タン",1996-02-14,1997-02-14,1997-09-05,,https://patents.google.com/patent/JPH09232433A/en,
JP-H09231089-A,Device for optimizing code in compiler ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Enrich Benittsu Manuel, マニュエル・エンリック・ベニッツ",1996-01-22,1997-01-09,1997-09-05,,https://patents.google.com/patent/JPH09231089A/en,
JP-H09223108-A,Device and method for controlling terminal impedance circuit ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","R Helera E Oscar, オスカー・アール・ヘレラ・イー",1996-01-31,1997-01-28,1997-08-26,,https://patents.google.com/patent/JPH09223108A/en,
JP-H09219634-A,Method and device for detecting positive and negative rant pulses simultaneously ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Reginald Kellum, B Allen Montijo, ケラム，レオナルド, モンティージョ，ビー，アレン",1996-01-11,1997-01-13,1997-08-19,,https://patents.google.com/patent/JPH09219634A/en,
JP-H09244951-A,Computer system for irregular execution of instructions ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Gregg Lesartre, グレッグ・レサルター",1996-03-01,1997-01-27,1997-09-19,,https://patents.google.com/patent/JPH09244951A/en,
JP-H09240888-A,Sheet medium handling system ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Kieran B Kelly, キエラン・ビー・ケリー",1996-03-07,1997-02-26,1997-09-16,,https://patents.google.com/patent/JPH09240888A/en,
JP-H09199079-A,Mass spectrometer and related method ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Gangqiang Li, ギャングキアン・リー",1995-11-02,1996-11-01,1997-07-31,,https://patents.google.com/patent/JPH09199079A/en,
JP-H09164698-A,Ink supply unit for ink-jet printer ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Glen Aukstikalnis, John A Barinaga, James E Clark, Truman K Jones, David O Merrill, Ngoc-Diep Nguyen, Jr David R Otis, Gary D Tarver, ギャリー・ディー・ターバー, グレン・オークスティカルニス, ジェイムズ・イー・クラーク, ジョン・エイ・バリナガ, ディヴィッド・アール・オーティス・ジュニア, デイヴィッド・オー・メリル, トラマン・ケイ・ジョーズ, ヌゴック−ディップ・ニューエン",1995-12-04,1996-11-21,1997-06-24,,https://patents.google.com/patent/JPH09164698A/en,
JP-H09218221-A,Ball grid-array probe assembly ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Bob J Self, ボブ・ジェイ・セルフ",1996-01-31,1997-01-28,1997-08-19,,https://patents.google.com/patent/JPH09218221A/en,
JP-H09179971-A,Document scanner ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Daniel Maack Bloom, Charles H Mcconica, Donald James Stavely, ダニエル・マーク・ブルーム, チャールス・エイチ・マコーニカ, ドナルド・ジェームス・ステイブリイ",1995-10-31,1996-10-30,1997-07-11,,https://patents.google.com/patent/JPH09179971A/en,
JP-H09181253-A,Packaging device for semiconductor element ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","David D Dearborn, Iii Charles C Leader, Shantanu Mitra, シャンタニュ・ミトラ, ３世 チャールズ・シー・リーダー, デイヴィッド・ディー・ディアボーン",1995-12-08,1996-12-06,1997-07-11,,https://patents.google.com/patent/JPH09181253A/en,
JP-H09233259-A,Light receiving circuit ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Richard A Baumgartner, Travis N Blalock, Joey Doernberg, Thomas Hornak, ジョーイ・ドエルンベルク, トーマス・ハーナク, トラヴィス・エヌ・ブラロック, リチャード・エー・バーンガートナー",1996-01-25,1996-12-24,1997-09-05,,https://patents.google.com/patent/JPH09233259A/en,
JP-H09216376-A,Ink supply interface mechanism ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Gary L Miller, Kenneth R Williams, ギャリー・エル・ミラー, ケニース・アール・ウィリアムズ",1996-02-13,1997-02-10,1997-08-19,,https://patents.google.com/patent/JPH09216376A/en,
JP-H09167116-A,Computer cache system ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Philippe Moenne-Loccoz, モエン−ロコッツ・フィリップ",1995-12-01,1996-11-27,1997-06-24,,https://patents.google.com/patent/JPH09167116A/en,
JP-H09214066-A,Integrated laser-base light source ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","T Yuen Albert, Richard R Baldwin, Scott W Corzine, William D Holland, Leif Eric Larson, David M Sears, Michael R T Tan, Shih-Yuan Wang, Tao Zhang, アルバート・ティー・ユエン, ウイリアム・ディー・ホーランド, シー−ユアン・ウオン, スコット・ダブリュ・コルツィン, タオ・ツァン, デイヴィッド・エム・シアーズ, マイケル・アール・ティー・タン, リチャード・アール・ボールドウイン, レイフ・エリック・ラーソン",1996-01-25,1997-01-24,1997-08-15,,https://patents.google.com/patent/JPH09214066A/en,
JP-H09204384-A,Filtering system and its device for high performance network control map ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Brian J Atkins, Eric A Pulsipher, Robert Dwight Schettler, アトキンス，ブライアン，ジェイ, シェトラー，ロバート，ドワイト, パルシファー，エリック，エー",1995-11-01,1996-11-01,1997-08-05,,https://patents.google.com/patent/JPH09204384A/en,
JP-H09182750-A,Ultrasonic convertor finger probe ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Michael Peszynski, マイケル・ペジンスキー",1995-12-21,1996-11-27,1997-07-15,,https://patents.google.com/patent/JPH09182750A/en,
JP-H09244874-A,Method for predicting position of most significant digit bit ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","H Miller Robert Jr, G Baha Rudolf, ルドルフォ・ジー・バーハ, ロバート・エイチ・ミラー，ジュニア",1996-02-29,1997-02-07,1997-09-19,,https://patents.google.com/patent/JPH09244874A/en,
JP-H09152988-A,Entity for circular queuing producer ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Pascal Regache, レガシー・パスカル",1995-09-04,1996-09-02,1997-06-10,,https://patents.google.com/patent/JPH09152988A/en,
JP-H09180672-A,Notch filter and removing method for target ion ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Curt A Flory, Stuart C Hansen, Carl Myerholtz, カート・エー・フローリイ, カール・マイヤーホルツ, スチュアート・シー・ハンセン",1995-12-18,1996-11-27,1997-07-11,,https://patents.google.com/patent/JPH09180672A/en,
JP-H09239985-A,Ink jet printing head and manufacture thereof ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Nagwa M Elshaik, Ulrich Hess, ウルリッチ・ヘス, ナグワ・エム・エルシャイク",1996-03-04,1997-02-26,1997-09-16,,https://patents.google.com/patent/JPH09239985A/en,
JP-H09172218-A,Vertical resonance type surface luminescence laser with constant polarization direction ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Scott W Corzine, John P Ertel, William D Holland, Michael R T Tan, Shih-Yuan Wang, ウイリアム・ディー・ホーランド, シー−ユアン・ウォン, ジョン・ピー・アーテル, スコット・ダブリュ・コルジン, マイケル・アール・ティー・タン",1995-10-31,1996-10-30,1997-06-30,,https://patents.google.com/patent/JPH09172218A/en,
JP-H09237401-A,Accurate measurement of track servo pattern of preformat by magnetic data tape drive ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Erik Habbinga, Mark Millican, Mark E Mills, Mark E Nash, Kenneth G Richardson, Stephen G Uhlmann, エリック・ハビング, ケネス・ジー・リチャードソン, ステファン・ジー・ウルマン, マーク・イー・ナッシュ, マーク・イー・マイルス, マーク・ミリカン",1996-02-29,1997-02-27,1997-09-09,,https://patents.google.com/patent/JPH09237401A/en,
JP-H09246951-A,Dynamic logical encoding method and device ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Robert H Miller, ロバート・エイチ・ミラー",1996-03-01,1997-02-26,1997-09-19,,https://patents.google.com/patent/JPH09246951A/en,
JP-H09231352-A,Method for mapping pixel picture ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Philip E Jensen, フィリップ・イー・ジェンセン",1996-01-30,1997-01-10,1997-09-05,,https://patents.google.com/patent/JPH09231352A/en,
JP-H09164715-A,Image recorder ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Michael H Lee, マイケル・エイチ・リー",1995-10-26,1996-10-23,1997-06-24,,https://patents.google.com/patent/JPH09164715A/en,
JP-H09164708-A,Printing method ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Joseph H Bauman, John M Skene, ジョン・エム・スキーン, ヨセフ・エイチ・バウマン",1995-10-31,1996-10-24,1997-06-24,,https://patents.google.com/patent/JPH09164708A/en,
JP-H09166485-A,Optical device ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Brian L Heffner, Wayne V Sorin, ウェイン・ブイ・ソリン, ブライアン・エル・ヘッフナー",1995-11-02,1996-11-01,1997-06-24,,https://patents.google.com/patent/JPH09166485A/en,
JP-H09171022-A,Device for identifying replacable part of analysis measuringdevice ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Herbert Anderer, Christian Buettner, クリスチャン・ブエットナー, ハーバート・アンデラー",1995-10-31,1996-10-31,1997-06-30,,https://patents.google.com/patent/JPH09171022A/en,
JP-H09231505-A,Thermal asperity detector ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Bradley K Davis, Kenneth J Eldredge, ケニース・ジェイ・エルドレッジ, ブラッドリ・ケイ・デイヴィス",1996-01-22,1997-01-21,1997-09-05,,https://patents.google.com/patent/JPH09231505A/en,
JP-H09231017-A,Data storage ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Stefan Savage, Andrew John Wilkes, アンドリュー・ジョン・ウィルケス, ステファン・サヴェジ",1996-01-18,1997-01-10,1997-09-05,,https://patents.google.com/patent/JPH09231017A/en,
JP-H09237203-A,System and method for profiling code on symmetrical multi-processor architecture ,"Hewlett Packard Co <Hp>, ヒューリト・パッカド、カムパニ","Chuck Summers, チァク、サマズ",1995-11-28,1996-11-28,1997-09-09,,https://patents.google.com/patent/JPH09237203A/en,
JP-H09189721-A,Method for reducing display locking ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Michael L Beyers, Matthew S Holcomb, マイケル・エル・ベイヤース, マシュウ・エス・ホルコム",1995-12-26,1996-12-20,1997-07-22,,https://patents.google.com/patent/JPH09189721A/en,
JP-H09244164-A,Document scanner or gray reflector for copying machine ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Julie T Dawe, James J Graham, Judson Veazey, ジェームス・ジェー・グラハム, ジャッソン・ヴィージー, ジュリー・ティー・ダウ",1996-03-04,1997-02-26,1997-09-19,,https://patents.google.com/patent/JPH09244164A/en,
JP-H09167098-A,Communication system for portable device ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","David George Dack, Vijay Varadharajan, ダック，デイヴィット・ジョージ, バラハラジャン，ビジェイ",1995-07-28,1996-07-24,1997-06-24,,https://patents.google.com/patent/JPH09167098A/en,
JP-H09218771-A,Context identification system ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Jason D Goldman, William G Mccollom, Evelyn Williams, ウィリアム・ジー・マッカラム, エブリーン・ウィリアムズ, ジェーソン・ディー・ゴールドマン",1995-09-13,1996-09-02,1997-08-19,,https://patents.google.com/patent/JPH09218771A/en,
JP-H09176535-A,Reduction of crystallization of dye forming image printed on transparent or glossy medium ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Roger A Brown, Loren E Johnson, Hiang Lauw, ヒヤング・ラウ, ローレン・イー・ジョンソン, ロジャー・エイ・ブラウン",1995-12-01,1996-11-28,1997-07-08,,https://patents.google.com/patent/JPH09176535A/en,
JP-H09161339-A,Recording medium for semiconductor memory device and its manufacture ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Takahisa Maruyama, Ikuo Sakai, 貴久 丸山, 郁夫 坂井",1995-11-22,1995-11-22,1997-06-20,,https://patents.google.com/patent/JPH09161339A/en,
JP-H09190528-A,Mechanical assembly for scanner ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Daniel Maack Bloom, Charles H Mcconica, Donald James Stavely, ダニエル・マーク・ブルーム, チャールス・エイチ・マコーニカ, ドナルド・ジェームス・ステイブリイ",1995-10-31,1996-10-30,1997-07-22,,https://patents.google.com/patent/JPH09190528A/en,
JP-H09164696-A,Ink-jet printing cartridge ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Shen Wang, シェン・ワァング",1995-10-31,1996-10-25,1997-06-24,,https://patents.google.com/patent/JPH09164696A/en,
JP-H09200632-A,Image sensor and image input device ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニー","Takaaki Yagi, 隆明 八木",1995-12-29,1995-12-29,1997-07-31,,https://patents.google.com/patent/JPH09200632A/en,
