search URL:,https://patents.google.com/?assignee=Dell&oq=assignee:%28Dell%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2018157688-A1,Ledger-chained distributed information handling systems and methods ,"Dell Products, Lp","Steven P. Zessin, Marissa M. Moore",2016-12-03,2016-12-03,2018-06-07,,https://patents.google.com/patent/US20180157688A1/en,https://patentimages.storage.googleapis.com/19/41/0c/8ce5bd405c9f11/US20180157688A1-20180607-D00000.png
US-2018160570-A1,Dynamic cooling system ,Dell Products L.P.,"Mark Mcgrath Bailey, Trey S. Wiederhold, Tyler B. Duncan, Ty R. Schmitt",2016-12-02,2016-12-02,2018-06-07,,https://patents.google.com/patent/US20180160570A1/en,https://patentimages.storage.googleapis.com/2c/49/4d/3ed7ea3b12ab09/US20180160570A1-20180607-D00000.png
US-2018132344-A1,System and Method of Crosstalk Mitigation in Microstrip Serial Links in a Printed Circuit Board ,"Dell Products, Lp","Chun-Lin Liao, Ching-Huei Chen, Bhyrav M. Mutnury, Chi- Hsuan Cheng",2016-11-09,2016-11-09,2018-05-10,,https://patents.google.com/patent/US20180132344A1/en,https://patentimages.storage.googleapis.com/c5/d1/0c/fce19d9d7315e6/US20180132344A1-20180510-D00000.png
US-2018107959-A1,Managing project status using business intelligence and predictive analytics ,Dell Products L.P.,"Kalyani Sandeep Gamare, Rodney Karl D'Souza, Cory D. Pate, Travis E. Taylor, III",2016-10-18,2016-10-18,2018-04-19,,https://patents.google.com/patent/US20180107959A1/en,https://patentimages.storage.googleapis.com/b3/a1/42/065f6c1aa8e92e/US20180107959A1-20180419-D00000.png
US-2018099479-A1,Thermoplastic carbon fiber laminate with a randomly oriented fiber reinforced core layer ,Dell Products L.P.,"Nicholas D. Abbatiello, David Wheeler Williams",2016-10-07,2016-10-07,2018-04-12,,https://patents.google.com/patent/US20180099479A1/en,https://patentimages.storage.googleapis.com/27/f9/7b/e6cc4ae8269caf/US20180099479A1-20180412-D00000.png
GB-190905555-A,Improvements in Nut Locks. ,"Frank Dell Anthony, James Temple Clark","Frank Dell Anthony, James Temple Clark",1909-03-08,1909-03-08,1910-03-03,1910-03-03,https://patents.google.com/patent/GB190905555A/en,
CA-347098-A,Transmission system ,"Dell Cyril, Louis Read Herbert","Dell Cyril, Louis Read Herbert",,,1935-01-01,1935-01-01,https://patents.google.com/patent/CA347098A/en,
US-2018054422-A1,Systems and methods for management domain attestation service ,Dell Products L.P.,"Johan Rahardjo, Mukund P. Khatri, Michael J. STUMPF",2016-08-17,2016-08-17,2018-02-22,,https://patents.google.com/patent/US20180054422A1/en,https://patentimages.storage.googleapis.com/e4/01/a0/4706ab3df1d534/US20180054422A1-20180222-D00000.png
US-2018032540-A1,Method and system for implementing reverse directory lookup using hashed file metadata ,Dell Products L.P.,"Lev GELDMAN, Ofir Carny, Daniel KRAUTHGAMER",2016-07-28,2016-07-28,2018-02-01,,https://patents.google.com/patent/US20180032540A1/en,https://patentimages.storage.googleapis.com/e7/3d/ae/5ddec3987b9cf6/US20180032540A1-20180201-D00000.png
US-9992593-B2,Acoustic characterization based on sensor profiling ,Dell Products L.P.,"Rocco Ancona, Roman J. Pacheco, Douglas J. Peeler, Christophe Daguet, Richard W. Schuckle",2014-09-09,2014-09-09,2018-06-05,2018-06-05,https://patents.google.com/patent/US9992593B2/en,https://patentimages.storage.googleapis.com/15/92/da/a941d0aad117f5/US09992593-20180605-D00000.png
US-9591775-B2,Mezzanine-style structure with integrated wiring harness ,Dell Products L.P.,"Michael Dennis Marcade, Corey Dean Hartman, Darren B. Pav",2014-09-08,2014-09-08,2017-03-07,2017-03-07,https://patents.google.com/patent/US9591775B2/en,https://patentimages.storage.googleapis.com/2d/a1/41/daee69d6842afc/US09591775-20170307-D00000.png
US-9794651-B2,Systems and methods for profiling of hardware components of computing devices ,Dell Products Lp,"Vivek Dharmadhikari, James Laurance Mangin, Vinay SAWAL",2014-08-29,2014-08-29,2017-10-17,2017-10-17,https://patents.google.com/patent/US9794651B2/en,https://patentimages.storage.googleapis.com/07/c2/05/44d7df6adb8933/US09794651-20171017-D00000.png
US-9521153-B2,Platform trust extension ,Dell Products L.P.,Gabriel Jakobus Grosskopf,2014-08-18,2014-08-18,2016-12-13,2016-12-13,https://patents.google.com/patent/US9521153B2/en,https://patentimages.storage.googleapis.com/3f/a0/4f/4eda5a7b7e8060/US09521153-20161213-D00000.png
ES-305153-A1,"A carburetor device for internal combustión motors (Machine-translation by Google Translate, not legally binding) ",Ind Naz Carburatorio Dell Orto,,1963-11-12,1964-10-21,1965-01-01,,https://patents.google.com/patent/ES305153A1/en,
US-9730354-B2,Systems and methods for coupling a circuit board to an information handling system chassis ,Dell Products L.P.,"Corey Dean Hartman, Michael Dennis Marcade",2014-08-12,2014-08-12,2017-08-08,2017-08-08,https://patents.google.com/patent/US9730354B2/en,https://patentimages.storage.googleapis.com/3e/f9/8c/ef80688951302d/US09730354-20170808-D00000.png
US-2017208085-A1,System and Method for Prediction of Future Threat Actions ,Secureworks Holding Corporation,"Doug M. Steelman, Todd Wiedman, Kenneth A. Deitz, Berlene Herren, Edgar L. Deal, Thomas Clements, Brian Miller",2016-01-18,2016-01-18,2017-07-20,,https://patents.google.com/patent/US20170208085A1/en,https://patentimages.storage.googleapis.com/c5/72/32/457627b399ed06/US20170208085A1-20170720-D00000.png
GB-190702836-A,Improvements in Water Tube Boilers ,Charles Dell Mosher,Charles Dell Mosher,1907-02-05,1907-02-05,1907-07-18,1907-07-18,https://patents.google.com/patent/GB190702836A/en,
ES-1007811-Y,Carburetor for internal combustion engines. ,Dell'orto S.P.A.,Pierluigi Dell'orto,1987-09-07,1988-08-30,1989-11-01,1989-11-01,https://patents.google.com/patent/ES1007811Y/en,
GB-189520880-A,Improvements in Apparatus for Excluding Draught and Rain. ,"James De Lara Cohen, Henry Alexander Dell","James De Lara Cohen, Henry Alexander Dell",1895-11-05,1895-11-05,1896-09-12,1896-09-12,https://patents.google.com/patent/GB189520880A/en,
TW-342479-B,Ergonomic keyboard for a portable computer and methods of operation and manufacture therefor ,Dell Usa Lp,"Dennis J Boyle, Bryan F Howell, John W Lai, Peter N Skillman, Christopher J Stringer",1996-11-12,1997-03-14,1998-10-11,1998-10-11,https://patents.google.com/patent/TW342479B/en,
GB-400331-A,Improvements in or relating to grave memorials ,"Edmond Joseph Lombardi, Ottavio Dell Amico",,1932-06-10,1932-06-10,1933-10-26,,https://patents.google.com/patent/GB400331A/en,
US-2541491-A,Oil and water separator ,Cantieri Riuniti Adriatico Sa,Zani Ermanno,1946-12-11,1947-11-28,1951-02-13,1951-02-13,https://patents.google.com/patent/US2541491A/en,https://patentimages.storage.googleapis.com/1a/e1/fc/dc77c62ca1f190/US2541491-drawings-page-1.png
GB-8412319-D0,Flag/trailing banner ,Dell S C,,1984-05-15,1984-05-15,1984-06-20,,https://patents.google.com/patent/GB8412319D0/en,
ES-362635-A1,"Semiautomatic starting device for small engines of internal combustión. (Machine-translation by Google Translate, not legally binding) ",Ind Nazionale Carburatori Dell,,1968-01-17,1969-01-17,1970-09-01,,https://patents.google.com/patent/ES362635A1/en,
US-2634772-A,Veneer sizing mechanism ,Dell Jr,"Jr Emory Loyd Dell, Strickland Thomas Marion",1947-01-17,1947-01-17,1953-04-14,1953-04-14,https://patents.google.com/patent/US2634772A/en,https://patentimages.storage.googleapis.com/c7/d7/77/058befa6745053/US2634772-drawings-page-1.png
US-2481983-A,Railway crosstie ,Dell Joseph,Dell Joseph,1948-03-31,1948-03-31,1949-09-13,1949-09-13,https://patents.google.com/patent/US2481983A/en,https://patentimages.storage.googleapis.com/4e/c1/ad/9c16b7ea76923e/US2481983-drawings-page-1.png
US-1510462-A,Hydraulic jack ,Jacob B Dell,Jacob B Dell,1920-04-22,1920-04-22,1924-10-07,1924-10-07,https://patents.google.com/patent/US1510462A/en,https://patentimages.storage.googleapis.com/d2/ef/34/53c381b5d5ad24/US1510462-drawings-page-1.png
EP-0756011-B1,Process for the treatment of molasses ,Ministero Dell' Universita' E Della Ricerca Scientifica E Tecnologica,Giorgio Vallini,1995-07-27,1996-07-23,2003-03-26,2003-03-26,https://patents.google.com/patent/EP0756011B1/en,https://patentimages.storage.googleapis.com/38/bf/13/707cbd756cdb8f/00150001.png
US-2978981-A,Bomb fuze ,"Herbert E Ruehlemann, Richard J Burke, Bianchi Renato, Thomas C Smith, Dell K Tower","Herbert E Ruehlemann, Richard J Burke, Bianchi Renato, Thomas C Smith, Dell K Tower",1956-04-11,1956-04-11,1961-04-11,1961-04-11,https://patents.google.com/patent/US2978981A/en,https://patentimages.storage.googleapis.com/32/4d/30/d28f3046bd11b6/US2978981-drawings-page-1.png
US-2442365-A,Chronograph screen changer ,Leming Dell,Leming Dell,1942-12-07,1942-12-07,1948-06-01,1948-06-01,https://patents.google.com/patent/US2442365A/en,https://patentimages.storage.googleapis.com/62/fa/a1/2cdaab180fff56/US2442365-drawings-page-1.png
CA-673741-A,Confections and methods of making same ,"Guernsey-Dell, A. Horne John",A. Horne John,,,1963-11-05,1963-11-05,https://patents.google.com/patent/CA673741A/en,
US-1573330-A,Screen ,Smith Clara Dell,Smith Clara Dell,1925-06-24,1925-06-24,1926-02-16,1926-02-16,https://patents.google.com/patent/US1573330A/en,https://patentimages.storage.googleapis.com/09/a1/3c/26531228a6e6a0/US1573330-drawings-page-1.png
US-2816709-A,Differential pulse counter ,Dell Brothers O,Barth Hans,1956-06-28,1956-06-28,1957-12-17,1957-12-17,https://patents.google.com/patent/US2816709A/en,https://patentimages.storage.googleapis.com/a1/08/ec/128b3e769c4683/US2816709-drawings-page-1.png
US-1608373-A,Water-operated power-generating device ,Dell Norman,Dell Norman,1925-09-28,1925-09-28,1926-11-23,1926-11-23,https://patents.google.com/patent/US1608373A/en,https://patentimages.storage.googleapis.com/08/76/c1/a65df61aa7d093/US1608373-drawings-page-1.png
TW-386200-B,System and method for preparing a computer memory ,Dell Usa Lp,Alan E Beelitz,1998-01-23,1998-07-27,2000-04-01,2000-04-01,https://patents.google.com/patent/TW386200B/en,
US-2401938-A,Internal-expanding braking device ,Koch Wilfred Dell,Koch Wilfred Dell,1942-10-10,1943-08-03,1946-06-11,1946-06-11,https://patents.google.com/patent/US2401938A/en,https://patentimages.storage.googleapis.com/41/6e/77/d61dbe10df3a4a/US2401938-drawings-page-1.png
US-2541360-A,Adjustable gearing ,Hull R Dell,Hull R Dell,1949-01-27,1949-01-27,1951-02-13,1951-02-13,https://patents.google.com/patent/US2541360A/en,https://patentimages.storage.googleapis.com/66/57/16/76a6c4709d0c2a/US2541360-drawings-page-1.png
IT-249169-Y1,automatic sheet dispenser. ,"Quarta Beatrice, Basso Antonio, Mancarella Daniela, Giannico Cecilia, Rubino Mariangela, Margarito Pamela, Dell Anna Maria Rosaria, Castrignano Pamela, Calabrese Assunta, Costantini Gabriele, Trisiello Cristian, Capoccia Chiara",,2000-03-31,2000-03-31,2003-04-03,2003-04-03,https://patents.google.com/patent/IT249169Y1/en,
US-1037234-A,Brazing compound. ,Jay Dell Ge Bott,Jay Dell Ge Bott,1911-11-06,1911-11-06,1912-09-03,1912-09-03,https://patents.google.com/patent/US1037234A/en,
US-1391100-A,Hygienic garter and supporter ,Dell Mary Elinor,Dell Mary Elinor,1921-01-25,1921-01-25,1921-09-20,1921-09-20,https://patents.google.com/patent/US1391100A/en,https://patentimages.storage.googleapis.com/87/84/55/cd07f8bc591adf/US1391100-drawings-page-1.png
US-742709-A,Hollow tiling-block. ,"Kerr Murray Mitchell, John Dell","Kerr Murray Mitchell, John Dell",1903-08-08,1903-08-08,1903-10-27,1903-10-27,https://patents.google.com/patent/US742709A/en,https://patentimages.storage.googleapis.com/55/36/42/2c85de52ca739b/US742709-drawings-page-1.png
US-2094568-A,Air entraining device ,Dell Norman Eugene,Dell Norman Eugene,1935-08-06,1935-08-06,1937-09-28,1937-09-28,https://patents.google.com/patent/US2094568A/en,https://patentimages.storage.googleapis.com/90/58/b5/8fc9df425868d8/US2094568-drawings-page-1.png
US-2454427-A,Device for removing extruded plaster from exterior surfaces of dental flasks ,Dell E Bell,Dell E Bell,1947-09-15,1947-09-15,1948-11-23,1948-11-23,https://patents.google.com/patent/US2454427A/en,https://patentimages.storage.googleapis.com/48/bb/54/7bbf4c2ec0d63d/US2454427-drawings-page-1.png
US-1950206-A,Attachment for printing presses ,Allen Dell Forest,Allen Dell Forest,1932-02-26,1932-02-26,1934-03-06,1934-03-06,https://patents.google.com/patent/US1950206A/en,https://patentimages.storage.googleapis.com/0a/16/7d/28282873f1b6a5/US1950206-drawings-page-1.png
ES-136379-A1,A force transmission device. ,"Read Herbert Louis, Dell Cyril",,1934-12-01,1934-12-01,1935-02-16,,https://patents.google.com/patent/ES136379A1/en,
ES-289056-A1,"Unique jet carburetor, particularly suitable for small explosion engines (Machine-translation by Google Translate, not legally binding) ",Ind Naz Carburatori Dell Orto,,1962-08-08,1963-06-15,1963-08-16,,https://patents.google.com/patent/ES289056A1/en,
US-1403484-A,Tire-inflation valve ,Dell G Clifford,Dell G Clifford,1920-06-14,1920-06-14,1922-01-17,1922-01-17,https://patents.google.com/patent/US1403484A/en,https://patentimages.storage.googleapis.com/09/dd/c4/b30d63db8d129d/US1403484-drawings-page-1.png
US-2175957-A,Garage door operating mechanism ,Dell Thomas Chester,Dell Thomas Chester,1937-01-05,1937-01-05,1939-10-10,1939-10-10,https://patents.google.com/patent/US2175957A/en,https://patentimages.storage.googleapis.com/58/42/1d/b0ff5a6d6f13a1/US2175957-drawings-page-1.png
US-919153-A,Tooth-bender. ,Jay Dell Ge Bott,Jay Dell Ge Bott,1907-12-24,1907-12-24,1909-04-20,1909-04-20,https://patents.google.com/patent/US919153A/en,https://patentimages.storage.googleapis.com/13/4f/12/9a5e42149d2217/US919153-drawings-page-1.png
AU-2771830-B1,Oil controlled motor ignition ,Imnoam Elkinghead Albertson Maxey Dell Moody,Elkinghead Albertson Maxey Dell Moody Im'noam,1930-07-08,1930-07-08,1931-05-28,1931-05-28,https://patents.google.com/patent/AU2771830B1/en,
ES-118764-A1,An oil control system in combustion engines. ,"Albertson William Elkinhead, Moody Maxey Dell",,1930-06-27,1930-06-27,1930-07-16,,https://patents.google.com/patent/ES118764A1/en,
ES-454517-A3,"Procedure for obtaining an egg product. (Machine-translation by Google Translate, not legally binding) ",Dell Foods Ltd,,1976-12-22,1976-12-22,1977-12-01,,https://patents.google.com/patent/ES454517A3/en,
AU-651779-C,Ammonium polyphosphate microencapsulated with aminoplastic resins ,Ministero Dell Universita E Della Ricerca Scientifica E Tecnologica,"Roberto Cipolli, Enrico Masarati, Gilberto Nucida, Roberto Oriani",1991-11-14,1992-11-16,1993-05-27,1993-05-27,https://patents.google.com/patent/AU651779C/en,
US-5483728-A,Removable suspenders holder ,"Dingle, Sr.; Joseph","Joseph Dingle, Sr.",1994-04-05,1994-04-05,1996-01-16,1996-01-16,https://patents.google.com/patent/US5483728A/en,https://patentimages.storage.googleapis.com/99/7f/44/24d1654d5deb86/US5483728-drawings-page-2.png
GB-981874-A,Method of improving the properties of sintered aluminium ,L Esercizio Dell Istituto Sper,,1961-05-30,1961-09-05,1965-01-27,,https://patents.google.com/patent/GB981874A/en,
CH-283729-A,Fold strap device. ,Dell Oro Emilio,Dell Oro Emilio,1950-01-24,1950-01-24,1952-06-30,,https://patents.google.com/patent/CH283729A/en,
CH-230225-A,Garden tool. ,Dell Oro Emilio,Dell Oro Emilio,1943-08-13,1943-08-13,1943-12-31,,https://patents.google.com/patent/CH230225A/en,
CN-203322716-U,Sectional material ,杭州康利达卫浴有限公司,蔡建农,2013-07-02,2013-07-02,2013-12-04,2013-12-04,https://patents.google.com/patent/CN203322716U/en,
FR-2766875-B1,Carburetor for internal combustion engine ,Dellorto Spa,Orto Pierluigi Dell,1997-07-29,1998-07-20,2000-12-01,2000-12-01,https://patents.google.com/patent/FR2766875B1/en,
GB-2440687-B,Method and system for setting optical drive write speed ,Dell Products Lp,"Munif Halloush Farhan, Christiaan Steenbergen, Steve Kutz",2003-10-18,2004-09-30,2008-05-28,2008-05-28,https://patents.google.com/patent/GB2440687B/en,
IT-1184461-B,Thread bobbins winding completion signaller ,Dell Acqua Spa,"Maurizio Bonfanti, Giangaspare Belloni",1985-04-17,1985-04-17,1987-10-28,1987-10-28,https://patents.google.com/patent/IT1184461B/en,
CH-254420-A,Tubal occlusion. ,Dell Oro Emilio,Dell Oro Emilio,1946-07-09,1946-07-09,1948-04-30,,https://patents.google.com/patent/CH254420A/en,
CA-1018808-A,Construction fence post ,"Murray A. Elias, Dell Holdings Limited",Murray A. Elias,1975-02-19,1975-02-19,1977-10-11,1977-10-11,https://patents.google.com/patent/CA1018808A/en,
CH-453601-A,"Peeling device, particularly for oranges ",Dell Oro Emilio,Dell Oro Emilio,1967-05-23,1967-05-23,1968-03-31,,https://patents.google.com/patent/CH453601A/en,
US-1985383-A,Builder's tool or implement ,"Seninger Frank, Frank A Goeke, Albert A A Nash, Orco Louis A Dell","Seninger Frank, Frank A Goeke, Albert A A Nash, Orco Louis A Dell",1932-09-22,1932-09-22,1934-12-25,1934-12-25,https://patents.google.com/patent/US1985383A/en,https://patentimages.storage.googleapis.com/e0/b2/7f/e2fe034ec86292/US1985383-drawings-page-1.png
CH-556146-A,Egg products with centred egg yolk prodn ,Dell Foods Ltd,,1971-08-31,1971-08-31,1974-11-29,,https://patents.google.com/patent/CH556146A/en,
EP-0354195-A2,Method for producing laser mirrors with radially variable reflectance ,ENEA-Comitato Nazionale per la Ricerca e per lo Sviluppo dell'Energia Nucleare e delle Energie Alternative,"Gabriele C/O Enea Emiliani, Angela C/O Enea Piegari",1988-08-03,1989-07-31,1990-02-07,,https://patents.google.com/patent/EP0354195A2/en,https://patentimages.storage.googleapis.com/24/b8/e0/be46560302b649/imgf0001.png
CH-485423-A,A process for the preparation of a egg product ,Dell Foods Ltd,Shires Frank,1968-06-07,1968-06-07,1970-02-15,,https://patents.google.com/patent/CH485423A/en,
WO-9416126-A1,Method and apparatus for cleaning textile fibres or other materials ,Hallmark Dell Pty. Ltd.,"John Melvin Swan, David Alan Coade",1993-01-08,1994-01-07,1994-07-21,,https://patents.google.com/patent/WO1994016126A1/en,
ZA-200602654-B,Transportable photographic booth ,Italdata Ingegneria Dell Idea,Boccacci Roberto,2006-04-04,2006-04-04,2007-09-26,,https://patents.google.com/patent/ZA200602654B/en,
IT-BO20060258-A1,Formula for the realization of phytotherapeutic product comprising: adathoda vasica (adathoda vasica); hawthorn (Crataegus oxyacantha); passion flower (Passiflora incarnata); lavender (Lavandula officinalis); poppy (Papaver rhoeas); Cardamom (elected ,Le Erbe Dell Arcobaleno S R L,Elisabetta Balzani,2006-04-06,2006-04-06,2006-07-06,,https://patents.google.com/patent/ITBO20060258A1/en,
IT-BO20060254-A1,Formula for the realization of a phytotherapeutic product composed of: terrestris ivy (Glechoma bederacea); plantain (plantago major); magnesium aspartate; propolis (propolis); melaleuca (Melaleuca alternifolia); Rosehip (rose hips); screw ros ,Le Erbe Dell Arcobaleno S R L,Elisabetta Balzani,2006-04-06,2006-04-06,2006-07-06,,https://patents.google.com/patent/ITBO20060254A1/en,
CN-202866008-U,Novel bathroom section bar connecting structure ,杭州康利达卫浴有限公司,蔡建农,2012-11-09,2012-11-09,2013-04-10,2013-04-10,https://patents.google.com/patent/CN202866008U/en,
CN-202866053-U,Sectional material ,杭州康利达卫浴有限公司,蔡建农,2012-11-09,2012-11-09,2013-04-10,2013-04-10,https://patents.google.com/patent/CN202866053U/en,
IT-945627-B,the security seal system against counterfeiting ,Comunita Europ Dell En Atomic,"P Jehenson, G Vos",1971-02-08,1971-12-23,1973-05-10,1973-05-10,https://patents.google.com/patent/IT945627B/en,
IT-BO20060256-A1,Formula for the realization of phytotherapeutic product comprising: ulmus campestris (Ulmus campestris); pineapple stem (pineapple sativa); tabebuja (tibebuia avellanedae); grapefruit seed extract gse (citrus grandis semen); horsetail (equisetum arvensie); c ,Le Erbe Dell Arcobaleno S R L,Elisabetta Balzani,2006-04-06,2006-04-06,2006-07-06,,https://patents.google.com/patent/ITBO20060256A1/en,
IT-945661-B,Apparatus for measuring the thermal conductivity of a test sample with the aid of a laser beam ,"Comuntia Europ Dell En Atomica, Schmidt H",Den Berg M Van,1971-02-18,1971-12-27,1973-05-10,1973-05-10,https://patents.google.com/patent/IT945661B/en,
IT-BO20060255-A1,Formula for the realization of a phytotherapeutic product composed of: Klamath algae (Klamath algae); pollen (pollen); lemon balm (Melissa officinalis); tarasacco (taraxacum officinalis); Turmeric (Curcuma longa); rhubarb (Rheum palmatum); chromium sulfate) ,Le Erbe Dell Arcobaleno S R L,Elisabetta Balzani,2006-04-06,2006-04-06,2006-07-06,,https://patents.google.com/patent/ITBO20060255A1/en,
CH-291075-A,Tubal occlusion. ,Dell Oro Emilio,Dell Oro Emilio,1953-03-24,1953-03-24,1953-05-31,,https://patents.google.com/patent/CH291075A/en,
IT-1015635-B,perfected Carburetor ,Ind Nazionale Carburatori Dell,,1974-07-03,1974-07-03,1977-05-20,1977-05-20,https://patents.google.com/patent/IT1015635B/en,
IT-1042223-B,An improvement to carburetors for internal combustion engines ,Ind Nazionale Carburatori Dell,,1975-09-02,1975-09-02,1980-01-30,1980-01-30,https://patents.google.com/patent/IT1042223B/en,
GB-1218188-A,Improvements in the staying of masts and posts ,Dell Quay Group Ltd,John Everett Powell,1967-08-05,1967-08-05,1971-01-06,,https://patents.google.com/patent/GB1218188A/en,
CA-656718-A,Seasoning applicator ,"Dell Foods Specialties Co., A. Roser Robert, W. Hedin Everett","A. Roser Robert, W. Hedin Everett",,,1963-01-29,1963-01-29,https://patents.google.com/patent/CA656718A/en,
GB-2434493-B,Method for verifying smart battery failures by measuring input charging voltage and associated systems ,Dell Products Lp,"Ligong Wang, Guangyong Zhu",2004-12-23,2005-12-21,2008-03-19,2008-03-19,https://patents.google.com/patent/GB2434493B/en,
GB-189417286-A,Improvements in Boilers or Steam Generators. ,Charles Dell Mosher,Charles Dell Mosher,1894-09-11,1894-09-11,1894-12-01,1894-12-01,https://patents.google.com/patent/GB189417286A/en,
GB-2443768-B8,Method and system for setting offical drive write speed ,Dell Products Lp,"Munif Halloush Farhan, Steve Kutz, Christiaan Steenbergen",2003-10-18,2004-09-30,2008-10-29,2008-10-29,https://patents.google.com/patent/GB2443768B8/en,
US-2019379656-A1,Authentication and authorization of users in an information handling system between baseboard management controller and host operating system users ,"Dell Products, L.P.","Santosh Gore, Chandrasekhar Puthillate",2018-06-11,2018-06-11,2019-12-12,,https://patents.google.com/patent/US20190379656A1/en,https://patentimages.storage.googleapis.com/03/7d/ac/b5976e5423592c/US20190379656A1-20191212-D00000.png
US-2589695-A,Educational device ,"Hobbs H Von, Hobbs Dorothy Dell","Hobbs H Von, Hobbs Dorothy Dell",1950-11-06,1950-11-06,1952-03-18,1952-03-18,https://patents.google.com/patent/US2589695A/en,https://patentimages.storage.googleapis.com/e4/27/d2/0ea2bcb2221b4e/US2589695-drawings-page-1.png
CN-102606568-B,Profile connecting structure ,杭州康利达卫浴有限公司,蔡建农,2012-03-28,2012-03-28,2013-12-04,2013-12-04,https://patents.google.com/patent/CN102606568B/en,
CN-202627308-U,Crossed sectional material ,杭州康利达卫浴有限公司,蔡建农,2012-03-28,2012-03-28,2012-12-26,2012-12-26,https://patents.google.com/patent/CN202627308U/en,
CA-970352-A,Jacking device ,"Murray A. Elias, Dell Holdings Limited",Murray A. Elias,1973-08-27,1973-08-27,1975-07-01,1975-07-01,https://patents.google.com/patent/CA970352A/en,
IT-1208644-B,Promotional display of advertising moving pictures contirnuo or alternately. ,C I S E M Di Dell Acqua Giusep,Giuseppe Dell Acqua,1987-06-11,1987-06-11,1989-07-10,1989-07-10,https://patents.google.com/patent/IT1208644B/en,
US-2018090243-A1,Lossy Drain Wire on a High Speed Cable ,"Dell Products, Lp","Sandor Farkas, Stuart Allen Berke, Bhyrav M. Mutnury",2016-09-23,2016-09-23,2018-03-29,,https://patents.google.com/patent/US20180090243A1/en,https://patentimages.storage.googleapis.com/60/90/6a/123ebdabb745f2/US20180090243A1-20180329-D00000.png
US-1742974-A,Railway switch ,Dell C Snyder,Dell C Snyder,1928-05-26,1928-05-26,1930-01-07,1930-01-07,https://patents.google.com/patent/US1742974A/en,https://patentimages.storage.googleapis.com/58/80/22/22ac5a3ee502a8/US1742974-drawings-page-1.png
US-3458063-A,Tube bundle vehicle ,"Ersel R Mcquerry, Dell A Head","Ersel R Mcquerry, Dell A Head",1967-01-31,1967-01-31,1969-07-29,1969-07-29,https://patents.google.com/patent/US3458063A/en,https://patentimages.storage.googleapis.com/b7/82/87/af3eb1e674fcca/US3458063-drawings-page-1.png
US-2363154-A,Fish ladder ,Dell R Smith,Dell R Smith,1944-01-14,1944-01-14,1944-11-21,1944-11-21,https://patents.google.com/patent/US2363154A/en,https://patentimages.storage.googleapis.com/20/01/56/8e03d85307d095/US2363154-drawings-page-1.png
US-1603242-A,Brush ,Samuel M Dell & Co Inc,Hugh P Mcmillan,1923-03-16,1923-03-16,1926-10-12,1926-10-12,https://patents.google.com/patent/US1603242A/en,https://patentimages.storage.googleapis.com/73/93/b2/86da7acea01d41/US1603242-drawings-page-1.png
US-D358132-S,Floor standing computer ,"Dell Usa, L.P.","Mark Kimbrough, Randall Decker",1994-01-12,1994-01-12,1995-05-09,1995-05-09,https://patents.google.com/patent/USD358132S/en,https://patentimages.storage.googleapis.com/af/cf/f7/3800306502f7d6/USD358132-drawings-page-2.png
US-1558998-A,Therapeutic lamp appliance ,Dell W Nichols,Dell W Nichols,1924-03-18,1924-03-18,1925-10-27,1925-10-27,https://patents.google.com/patent/US1558998A/en,https://patentimages.storage.googleapis.com/07/c0/b7/8c2443448d9900/US1558998-drawings-page-1.png
US-1190077-A,Faucet. ,"Charles Dell Angelo, Lawrence A Pearson","Charles Dell Angelo, Lawrence A Pearson",1915-09-15,1915-09-15,1916-07-04,1916-07-04,https://patents.google.com/patent/US1190077A/en,https://patentimages.storage.googleapis.com/dc/83/ae/de4010d47bd3f3/US1190077-drawings-page-1.png
US-2500666-A,Jack top ,Mirah L H Dell,Mirah L H Dell,1944-05-22,1944-05-22,1950-03-14,1950-03-14,https://patents.google.com/patent/US2500666A/en,https://patentimages.storage.googleapis.com/50/ad/90/ee5ba9ad26bf0a/US2500666-drawings-page-1.png
US-857522-A,Stovepipe-thimble and flue-stopper. ,Dell Harding,Dell Harding,1906-10-04,1906-10-04,1907-06-18,1907-06-18,https://patents.google.com/patent/US857522A/en,https://patentimages.storage.googleapis.com/10/05/50/974f8396821cf1/US857522-drawings-page-1.png
US-1686883-A,Oil-well band-wheel speed control ,Dell G Taylor,Dell G Taylor,1926-03-29,1926-03-29,1928-10-09,1928-10-09,https://patents.google.com/patent/US1686883A/en,https://patentimages.storage.googleapis.com/07/4c/67/f6d7a5663a3319/US1686883-drawings-page-1.png
US-2546728-A,Turpentine tin incision axe ,Mirah L Dell,Mirah L Dell,1948-08-02,1948-08-02,1951-03-27,1951-03-27,https://patents.google.com/patent/US2546728A/en,https://patentimages.storage.googleapis.com/53/e7/1a/81005e53c2308b/US2546728-drawings-page-1.png
US-D358373-S,Floor standing computer ,"Dell Usa, L.P.","Julie Heard, Dave Moss, Maureen McLouth, Richard Haner",1994-01-12,1994-01-12,1995-05-16,1995-05-16,https://patents.google.com/patent/USD358373S/en,https://patentimages.storage.googleapis.com/9a/4b/25/21ccd03cd8c0aa/USD358373-drawings-page-2.png
